order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,channel,source_system
O-000354,C-0125,P-110,2025-07-26,3,0.15,12737.25,Web,copy_job
O-000355,C-0119,P-110,2026-06-03,8,0.15,33966.0,Partner,shortcut
O-000356,C-0029,P-130,2026-06-26,6,0,37200,Direct,mirror
O-000357,C-0108,P-130,2026-04-25,1,0,6200,Web,mirror
O-000358,C-0113,P-150,2026-03-19,8,0,78400,Web,shortcut
O-000359,C-0119,P-100,2026-02-28,5,0,42100,Web,shortcut
O-000360,C-0020,P-130,2025-04-04,8,0.05,47120.0,Direct,mirror
O-000361,C-0080,P-110,2026-01-10,5,0.1,22477.5,Partner,copy_job
O-000362,C-0115,P-100,2025-03-10,6,0,50520,Partner,mirror
O-000363,C-0091,P-150,2025-12-22,8,0.15,66640.0,Partner,copy_job
O-000364,C-0115,P-100,2025-02-24,8,0,67360,Direct,shortcut
O-000365,C-0090,P-150,2026-03-29,4,0.15,33320.0,Partner,shortcut
O-000366,C-0080,P-110,2025-02-17,2,0.1,8991.0,Marketplace,mirror
O-000367,C-0047,P-150,2026-05-24,8,0,78400,Marketplace,mirror
O-000368,C-0006,P-110,2025-10-22,6,0.1,26973.0,Marketplace,mirror
O-000369,C-0105,P-100,2025-12-15,6,0.05,47994.0,Web,shortcut
O-000370,C-0025,P-100,2025-08-26,2,0.05,15998.0,Direct,mirror
O-000371,C-0015,P-100,2025-08-30,7,0.05,55993.0,Web,shortcut
O-000372,C-0066,P-120,2025-11-01,6,0,75000,Marketplace,mirror
O-000373,C-0066,P-100,2025-02-11,1,0.05,7999.0,Direct,copy_job
O-000374,C-0117,P-120,2025-11-20,2,0,25000,Web,mirror
O-000375,C-0075,P-110,2025-07-24,8,0.15,33966.0,Direct,copy_job
O-000376,C-0127,P-100,2025-11-20,3,0.15,21471.0,Partner,shortcut
O-000377,C-0077,P-130,2026-06-28,6,0.05,35340.0,Partner,copy_job
O-000378,C-0124,P-140,2025-01-20,8,0.1,56160.0,Marketplace,mirror
O-000379,C-0097,P-130,2026-01-08,8,0,49600,Partner,copy_job
O-000380,C-0019,P-140,2025-11-02,4,0.1,28080.0,Partner,copy_job
O-000381,C-0043,P-120,2025-05-02,1,0,12500,Direct,shortcut
O-000382,C-0079,P-130,2026-01-25,6,0.1,33480.0,Partner,mirror
O-000383,C-0146,P-100,2026-07-10,5,0,42100,Web,mirror
O-000384,C-0025,P-150,2026-03-23,3,0.1,26460.0,Marketplace,mirror
O-000385,C-0115,P-140,2025-10-21,4,0,31200,Web,copy_job
O-000386,C-0071,P-110,2026-06-28,4,0.15,16983.0,Direct,mirror
O-000387,C-0074,P-120,2025-05-23,5,0,62500,Marketplace,copy_job
O-000388,C-0139,P-130,2025-05-27,3,0.05,17670.0,Partner,shortcut
O-000389,C-0138,P-130,2026-02-07,6,0.15,31620.0,Web,mirror
O-000390,C-0097,P-120,2025-07-13,2,0.1,22500.0,Partner,shortcut
O-000391,C-0147,P-120,2025-02-03,5,0.05,59375.0,Partner,shortcut
O-000392,C-0020,P-130,2025-10-24,8,0.1,44640.0,Web,copy_job
O-000393,C-0088,P-140,2025-02-13,1,0,7800,Web,copy_job
O-000394,C-0125,P-110,2025-02-20,1,0,4995,Partner,copy_job
O-000395,C-0029,P-130,2025-07-05,4,0,24800,Direct,shortcut
O-000396,C-0020,P-130,2026-06-24,6,0.1,33480.0,Marketplace,mirror
O-000397,C-0148,P-110,2025-06-25,2,0.05,9490.5,Marketplace,shortcut
O-000398,C-0049,P-110,2026-01-20,6,0,29970,Web,mirror
O-000399,C-0127,P-120,2025-04-10,5,0.05,59375.0,Partner,copy_job
O-000400,C-0123,P-130,2025-11-24,6,0,37200,Partner,mirror
O-000401,C-0092,P-120,2025-05-24,3,0.1,33750.0,Direct,shortcut
O-000402,C-0046,P-130,2026-02-06,3,0,18600,Marketplace,mirror
O-000403,C-0064,P-120,2025-08-03,6,0,75000,Marketplace,mirror
O-000404,C-0014,P-120,2026-01-19,4,0,50000,Web,copy_job
O-000405,C-0118,P-140,2025-02-27,2,0.05,14820.0,Partner,copy_job
O-000406,C-0133,P-120,2026-04-10,3,0,37500,Marketplace,shortcut
O-000407,C-0124,P-110,2025-09-09,1,0,4995,Partner,mirror
O-000408,C-0041,P-130,2026-06-20,8,0.1,44640.0,Partner,copy_job
O-000409,C-0150,P-130,2026-06-13,4,0,24800,Partner,shortcut
O-000410,C-0030,P-140,2025-02-14,1,0,7800,Marketplace,copy_job
O-000411,C-0132,P-130,2025-02-03,5,0,31000,Web,copy_job
O-000412,C-0115,P-140,2025-03-11,2,0,15600,Direct,mirror
O-000413,C-0011,P-100,2026-03-06,5,0.05,39995.0,Direct,shortcut
O-000414,C-0065,P-150,2026-07-07,2,0,19600,Marketplace,mirror
O-000415,C-0043,P-150,2025-02-20,6,0,58800,Direct,copy_job
O-000416,C-0142,P-140,2025-03-22,6,0.05,44460.0,Marketplace,mirror
O-000417,C-0130,P-150,2025-06-27,4,0.1,35280.0,Web,shortcut
O-000418,C-0023,P-150,2025-08-06,6,0.15,49980.0,Marketplace,mirror
O-000419,C-0102,P-110,2025-01-27,3,0.15,12737.25,Partner,shortcut
O-000420,C-0076,P-120,2026-01-25,1,0.1,11250.0,Marketplace,copy_job
O-000421,C-0056,P-110,2025-07-16,3,0.05,14235.75,Direct,mirror
O-000422,C-0096,P-140,2025-02-28,7,0,54600,Partner,copy_job
O-000423,C-0068,P-120,2025-05-20,5,0.05,59375.0,Partner,mirror
O-000424,C-0034,P-100,2025-04-22,8,0.15,57256.0,Marketplace,mirror
O-000425,C-0074,P-140,2025-07-13,1,0,7800,Direct,shortcut
O-000426,C-0122,P-100,2025-09-30,8,0.1,60624.0,Marketplace,copy_job
O-000427,C-0112,P-140,2026-01-01,8,0,62400,Partner,shortcut
O-000428,C-0079,P-150,2026-04-18,2,0,19600,Marketplace,mirror
O-000429,C-0141,P-150,2025-04-18,8,0,78400,Marketplace,shortcut
O-000430,C-0016,P-140,2025-11-11,1,0.15,6630.0,Direct,shortcut
O-000431,C-0094,P-140,2025-12-08,2,0,15600,Marketplace,copy_job
O-000432,C-0078,P-130,2025-04-17,8,0,49600,Marketplace,copy_job
O-000433,C-0028,P-100,2025-04-19,5,0,42100,Direct,mirror
O-000434,C-0021,P-130,2026-06-29,8,0,49600,Web,copy_job
O-000435,C-0035,P-150,2026-04-11,1,0,9800,Marketplace,shortcut
O-000436,C-0102,P-110,2026-04-27,4,0.1,17982.0,Partner,shortcut
O-000437,C-0141,P-120,2025-12-20,8,0.15,85000.0,Direct,shortcut
O-000438,C-0012,P-140,2026-01-08,7,0,54600,Web,shortcut
O-000439,C-0140,P-120,2025-12-10,7,0,87500,Web,shortcut
O-000440,C-0013,P-100,2025-11-25,6,0,50520,Partner,shortcut
O-000441,C-0019,P-140,2026-07-03,3,0.15,19890.0,Direct,copy_job
O-000442,C-0055,P-130,2026-05-10,5,0.1,27900.0,Direct,shortcut
O-000443,C-0053,P-150,2025-04-04,3,0.05,27930.0,Marketplace,shortcut
O-000444,C-0058,P-130,2026-05-14,4,0,24800,Marketplace,shortcut
O-000445,C-0073,P-120,2025-07-29,2,0.05,23750.0,Web,shortcut
O-000446,C-0029,P-110,2026-04-06,3,0,14985,Direct,copy_job
O-000447,C-0038,P-100,2025-06-28,8,0.15,57256.0,Direct,copy_job
O-000448,C-0006,P-150,2025-12-18,7,0.15,58310.0,Web,copy_job
O-000449,C-0032,P-120,2025-04-01,5,0.15,53125.0,Partner,copy_job
O-000450,C-0093,P-130,2025-10-14,5,0.15,26350.0,Partner,shortcut
O-000451,C-0141,P-140,2025-09-27,6,0,46800,Marketplace,copy_job
O-000452,C-0121,P-120,2025-04-07,4,0.1,45000.0,Marketplace,shortcut
O-000453,C-0061,P-140,2025-11-04,6,0.05,44460.0,Web,shortcut
O-000454,C-0099,P-150,2025-05-17,2,0.15,16660.0,Marketplace,mirror
O-000455,C-0066,P-100,2026-06-27,5,0,42100,Direct,mirror
O-000456,C-0087,P-110,2025-02-05,1,0.05,4745.25,Marketplace,mirror
O-000457,C-0137,P-130,2026-02-19,5,0.15,26350.0,Web,shortcut
O-000458,C-0044,P-120,2026-02-16,4,0,50000,Partner,shortcut
O-000459,C-0069,P-120,2025-04-30,5,0.05,59375.0,Direct,copy_job
O-000460,C-0011,P-140,2025-01-17,8,0.1,56160.0,Marketplace,copy_job
O-000461,C-0092,P-120,2025-09-23,7,0,87500,Direct,mirror
O-000462,C-0110,P-100,2026-01-06,8,0.05,63992.0,Direct,mirror
O-000463,C-0089,P-130,2026-01-20,6,0.15,31620.0,Marketplace,shortcut
O-000464,C-0111,P-140,2025-03-15,5,0,39000,Marketplace,mirror
O-000465,C-0040,P-110,2026-02-05,2,0.15,8491.5,Partner,mirror
O-000466,C-0064,P-110,2026-06-28,1,0,4995,Web,shortcut
O-000467,C-0060,P-100,2025-12-17,6,0.15,42942.0,Web,mirror
O-000468,C-0119,P-120,2025-01-04,6,0.15,63750.0,Web,copy_job
O-000469,C-0118,P-120,2026-06-25,3,0,37500,Partner,shortcut
O-000470,C-0046,P-100,2025-01-02,7,0.1,53046.0,Marketplace,copy_job
O-000471,C-0116,P-140,2026-03-08,5,0.1,35100.0,Partner,shortcut
O-000472,C-0028,P-120,2025-08-09,5,0.15,53125.0,Web,copy_job
O-000473,C-0011,P-130,2026-06-17,6,0.15,31620.0,Partner,copy_job
O-000474,C-0019,P-150,2026-04-19,4,0,39200,Direct,mirror
O-000475,C-0119,P-120,2025-09-25,2,0.05,23750.0,Partner,copy_job
O-000476,C-0080,P-100,2025-04-29,5,0.15,35785.0,Web,copy_job
O-000477,C-0142,P-130,2025-04-16,5,0.05,29450.0,Direct,shortcut
O-000478,C-0072,P-100,2025-02-07,2,0.05,15998.0,Direct,shortcut
O-000479,C-0106,P-110,2025-05-16,3,0.05,14235.75,Partner,mirror
O-000480,C-0022,P-100,2025-09-15,6,0.1,45468.0,Web,mirror
O-000481,C-0017,P-110,2026-04-24,5,0,24975,Partner,shortcut
O-000482,C-0050,P-120,2025-04-22,5,0.1,56250.0,Web,shortcut
O-000483,C-0014,P-120,2025-03-16,5,0,62500,Web,shortcut
O-000484,C-0045,P-110,2025-10-14,2,0.1,8991.0,Marketplace,mirror
O-000485,C-0066,P-150,2025-12-11,5,0,49000,Web,shortcut
O-000486,C-0061,P-130,2025-05-28,2,0,12400,Marketplace,shortcut
O-000487,C-0092,P-100,2025-12-16,5,0.1,37890.0,Marketplace,shortcut
O-000488,C-0014,P-100,2025-11-10,3,0,25260,Partner,mirror
O-000489,C-0143,P-110,2026-06-25,3,0.15,12737.25,Marketplace,mirror
O-000490,C-0002,P-120,2026-03-22,5,0,62500,Partner,copy_job
O-000491,C-0131,P-120,2026-07-08,2,0.15,21250.0,Marketplace,copy_job
O-000492,C-0018,P-140,2025-12-16,8,0,62400,Partner,mirror
O-000493,C-0008,P-120,2026-02-26,1,0.15,10625.0,Direct,copy_job
O-000494,C-0042,P-130,2025-04-19,7,0.05,41230.0,Web,copy_job
O-000495,C-0097,P-150,2026-04-14,1,0.15,8330.0,Web,copy_job
O-000496,C-0015,P-120,2025-09-01,7,0,87500,Marketplace,copy_job
O-000497,C-0081,P-130,2025-02-19,8,0.05,47120.0,Partner,mirror
O-000498,C-0147,P-120,2025-12-07,5,0.1,56250.0,Partner,shortcut
O-000499,C-0133,P-100,2025-10-01,6,0.1,45468.0,Direct,copy_job
O-000500,C-0108,P-150,2026-06-02,6,0.15,49980.0,Direct,shortcut
O-000501,C-0014,P-110,2026-07-08,1,0,4995,Partner,copy_job
O-000502,C-0038,P-130,2026-01-24,6,0.15,31620.0,Marketplace,copy_job
O-000503,C-0148,P-130,2026-06-25,1,0,6200,Marketplace,shortcut
O-000504,C-0019,P-120,2026-02-15,4,0.05,47500.0,Web,copy_job
O-000505,C-0046,P-110,2026-01-12,6,0,29970,Direct,mirror
O-000506,C-0114,P-100,2025-08-22,3,0.1,22734.0,Partner,shortcut
O-000507,C-0057,P-100,2026-03-15,8,0.05,63992.0,Partner,mirror
O-000508,C-0007,P-130,2025-05-20,4,0,24800,Partner,mirror
O-000509,C-0034,P-120,2026-06-12,4,0,50000,Direct,mirror
O-000510,C-0013,P-110,2025-02-10,3,0,14985,Web,shortcut
O-000511,C-0126,P-150,2025-04-20,7,0.05,65170.0,Web,shortcut
O-000512,C-0014,P-110,2025-09-24,6,0,29970,Partner,mirror
O-000513,C-0015,P-100,2025-07-18,2,0,16840,Marketplace,shortcut
O-000514,C-0074,P-120,2025-08-16,2,0,25000,Marketplace,copy_job
O-000515,C-0071,P-110,2026-05-25,6,0,29970,Partner,mirror
O-000516,C-0101,P-120,2026-06-23,3,0.15,31875.0,Web,mirror
O-000517,C-0149,P-100,2026-01-26,4,0.05,31996.0,Marketplace,shortcut
O-000518,C-0056,P-130,2026-03-13,7,0.05,41230.0,Marketplace,mirror
O-000519,C-0021,P-120,2025-07-28,2,0.15,21250.0,Partner,mirror
O-000520,C-0071,P-150,2025-09-06,3,0,29400,Web,mirror
O-000521,C-0129,P-130,2025-02-05,7,0,43400,Partner,mirror
O-000522,C-0034,P-100,2026-04-19,4,0,33680,Marketplace,shortcut
O-000523,C-0124,P-150,2026-01-16,5,0,49000,Partner,copy_job
O-000524,C-0148,P-120,2025-07-05,4,0,50000,Direct,mirror
O-000525,C-0010,P-100,2025-01-27,3,0,25260,Direct,shortcut
O-000526,C-0146,P-140,2026-06-06,2,0,15600,Partner,shortcut
O-000527,C-0091,P-100,2025-06-14,1,0.1,7578.0,Partner,copy_job
O-000528,C-0130,P-150,2026-05-27,5,0.1,44100.0,Direct,copy_job
O-000529,C-0096,P-120,2026-06-24,2,0,25000,Partner,mirror
O-000530,C-0098,P-110,2026-06-07,4,0.15,16983.0,Web,copy_job
O-000531,C-0068,P-110,2025-08-21,8,0.1,35964.0,Partner,copy_job
O-000532,C-0082,P-150,2026-02-19,8,0.15,66640.0,Marketplace,mirror
O-000533,C-0034,P-150,2025-03-23,3,0.05,27930.0,Marketplace,shortcut
O-000534,C-0003,P-150,2025-02-11,6,0,58800,Web,copy_job
O-000535,C-0096,P-150,2025-02-21,7,0,68600,Marketplace,shortcut
O-000536,C-0147,P-150,2025-10-04,6,0.05,55860.0,Direct,mirror
O-000537,C-0066,P-140,2025-04-12,2,0.05,14820.0,Marketplace,mirror
O-000538,C-0086,P-130,2025-05-21,8,0.1,44640.0,Partner,copy_job
O-000539,C-0061,P-100,2026-04-21,6,0,50520,Partner,mirror
O-000540,C-0132,P-120,2026-06-15,2,0.05,23750.0,Partner,mirror
O-000541,C-0060,P-100,2025-01-17,7,0.05,55993.0,Direct,copy_job
O-000542,C-0149,P-130,2026-07-04,7,0,43400,Direct,copy_job
O-000543,C-0056,P-140,2026-05-01,6,0,46800,Partner,shortcut
O-000544,C-0089,P-100,2025-04-18,5,0.1,37890.0,Web,shortcut
O-000545,C-0111,P-100,2025-12-27,3,0.1,22734.0,Partner,shortcut
O-000546,C-0128,P-100,2025-01-30,2,0.05,15998.0,Partner,shortcut
O-000547,C-0012,P-150,2025-07-02,8,0,78400,Marketplace,copy_job
O-000548,C-0115,P-100,2025-07-23,1,0,8420,Web,mirror
O-000549,C-0094,P-100,2025-08-03,4,0.05,31996.0,Web,mirror
O-000550,C-0125,P-140,2025-03-24,8,0,62400,Web,mirror
O-000551,C-0107,P-110,2026-06-09,3,0,14985,Partner,mirror
O-000552,C-0024,P-110,2025-12-14,3,0.1,13486.5,Partner,copy_job
O-000553,C-0042,P-150,2026-06-09,7,0.15,58310.0,Web,mirror
O-000554,C-0070,P-150,2025-01-03,7,0.1,61740.0,Web,mirror
O-000555,C-0047,P-120,2025-09-03,1,0.05,11875.0,Marketplace,shortcut
O-000556,C-0127,P-120,2026-05-16,2,0.15,21250.0,Web,copy_job
O-000557,C-0078,P-130,2026-02-07,6,0,37200,Marketplace,mirror
O-000558,C-0103,P-140,2025-02-06,1,0.05,7410.0,Marketplace,copy_job
O-000559,C-0007,P-150,2026-07-07,3,0.05,27930.0,Partner,shortcut
O-000560,C-0007,P-120,2025-03-10,6,0.15,63750.0,Web,shortcut
O-000561,C-0071,P-100,2025-03-14,4,0.1,30312.0,Direct,copy_job
O-000562,C-0127,P-140,2025-10-21,6,0.15,39780.0,Partner,shortcut
O-000563,C-0010,P-130,2026-03-13,6,0.15,31620.0,Web,shortcut
O-000564,C-0123,P-120,2025-01-17,3,0.15,31875.0,Partner,mirror
O-000565,C-0027,P-140,2026-03-30,5,0.15,33150.0,Marketplace,mirror
O-000566,C-0113,P-130,2025-01-02,7,0,43400,Direct,mirror
O-000567,C-0083,P-100,2025-07-06,2,0.05,15998.0,Marketplace,shortcut
O-000568,C-0066,P-140,2025-01-26,8,0,62400,Direct,shortcut
O-000569,C-0131,P-100,2025-05-01,7,0.05,55993.0,Partner,shortcut
O-000570,C-0133,P-120,2025-04-26,1,0.1,11250.0,Direct,shortcut
O-000571,C-0147,P-130,2025-01-05,6,0,37200,Partner,copy_job
O-000572,C-0074,P-110,2025-10-06,1,0.1,4495.5,Marketplace,shortcut
O-000573,C-0149,P-100,2025-03-08,4,0.05,31996.0,Partner,mirror
O-000574,C-0148,P-100,2026-03-16,3,0,25260,Partner,shortcut
O-000575,C-0089,P-140,2026-04-10,8,0,62400,Web,mirror
O-000576,C-0018,P-100,2025-07-20,1,0,8420,Marketplace,copy_job
O-000577,C-0150,P-110,2025-11-28,4,0.05,18981.0,Marketplace,shortcut
O-000578,C-0057,P-100,2025-02-15,8,0,67360,Web,shortcut
O-000579,C-0081,P-140,2025-04-27,1,0,7800,Web,mirror
O-000580,C-0090,P-130,2025-12-04,8,0,49600,Direct,shortcut
O-000581,C-0017,P-100,2025-10-23,3,0.1,22734.0,Partner,shortcut
O-000582,C-0035,P-140,2025-09-10,4,0,31200,Marketplace,copy_job
O-000583,C-0090,P-120,2025-03-12,4,0,50000,Direct,mirror
O-000584,C-0085,P-100,2025-09-24,1,0.05,7999.0,Marketplace,copy_job
O-000585,C-0034,P-110,2025-08-08,5,0,24975,Direct,shortcut
O-000586,C-0068,P-110,2026-06-16,3,0.15,12737.25,Marketplace,mirror
O-000587,C-0124,P-130,2025-10-30,6,0,37200,Web,copy_job
O-000588,C-0012,P-150,2025-04-06,1,0,9800,Partner,copy_job
O-000589,C-0045,P-110,2025-02-05,3,0.15,12737.25,Web,mirror
O-000590,C-0075,P-130,2025-10-05,3,0,18600,Direct,shortcut
O-000591,C-0131,P-100,2025-12-10,3,0.05,23997.0,Web,shortcut
O-000592,C-0008,P-150,2025-01-08,4,0.1,35280.0,Marketplace,mirror
O-000593,C-0043,P-110,2025-05-01,6,0,29970,Direct,mirror
O-000594,C-0111,P-110,2025-10-13,3,0.1,13486.5,Marketplace,copy_job
O-000595,C-0001,P-150,2025-10-30,5,0,49000,Partner,shortcut
O-000596,C-0082,P-150,2026-03-23,1,0.15,8330.0,Partner,shortcut
O-000597,C-0010,P-110,2025-09-24,7,0.05,33216.75,Web,mirror
O-000598,C-0125,P-100,2025-03-07,8,0.1,60624.0,Direct,copy_job
O-000599,C-0100,P-150,2026-02-13,7,0.05,65170.0,Direct,shortcut
O-000600,C-0044,P-120,2025-10-22,2,0.15,21250.0,Partner,mirror
O-000601,C-0103,P-120,2025-04-01,7,0,87500,Marketplace,copy_job
O-000602,C-0017,P-150,2025-03-28,1,0.05,9310.0,Direct,shortcut
O-000603,C-0099,P-140,2025-11-28,8,0,62400,Direct,shortcut
O-000604,C-0119,P-150,2025-05-18,3,0.05,27930.0,Direct,mirror
O-000605,C-0019,P-150,2026-03-05,3,0,29400,Marketplace,copy_job
O-000606,C-0114,P-110,2025-06-16,3,0.1,13486.5,Web,copy_job
O-000607,C-0062,P-140,2025-04-09,6,0,46800,Partner,mirror
O-000608,C-0140,P-150,2026-05-21,6,0.15,49980.0,Marketplace,copy_job
O-000609,C-0132,P-130,2025-07-20,1,0,6200,Partner,shortcut
O-000610,C-0131,P-100,2025-05-31,4,0,33680,Marketplace,copy_job
O-000611,C-0114,P-120,2025-06-17,6,0.05,71250.0,Direct,shortcut
O-000612,C-0009,P-130,2026-05-29,5,0.1,27900.0,Partner,shortcut
O-000613,C-0052,P-140,2026-04-11,2,0.05,14820.0,Direct,shortcut
O-000614,C-0077,P-140,2025-08-01,3,0,23400,Direct,copy_job
O-000615,C-0145,P-140,2025-08-09,1,0.15,6630.0,Partner,copy_job
O-000616,C-0101,P-150,2025-11-12,5,0,49000,Direct,copy_job
O-000617,C-0138,P-130,2026-01-16,4,0,24800,Direct,mirror
O-000618,C-0094,P-120,2026-03-08,3,0.1,33750.0,Web,copy_job
O-000619,C-0110,P-110,2026-06-29,2,0.05,9490.5,Direct,copy_job
O-000620,C-0019,P-150,2025-12-29,4,0.1,35280.0,Partner,copy_job
O-000621,C-0005,P-110,2025-06-28,8,0.05,37962.0,Partner,copy_job
O-000622,C-0079,P-150,2025-12-23,8,0.1,70560.0,Direct,copy_job
O-000623,C-0146,P-100,2025-10-26,6,0,50520,Direct,copy_job
O-000624,C-0099,P-140,2025-08-27,3,0.1,21060.0,Marketplace,mirror
O-000625,C-0100,P-130,2026-03-05,3,0.05,17670.0,Web,copy_job
O-000626,C-0146,P-130,2025-03-26,2,0.05,11780.0,Direct,shortcut
O-000627,C-0128,P-110,2026-05-19,6,0.1,26973.0,Marketplace,copy_job
O-000628,C-0093,P-150,2025-05-11,2,0.05,18620.0,Partner,mirror
O-000629,C-0093,P-130,2025-11-01,5,0,31000,Direct,shortcut
O-000630,C-0015,P-100,2026-04-11,8,0.1,60624.0,Partner,shortcut
O-000631,C-0110,P-130,2026-02-23,5,0.05,29450.0,Direct,mirror
O-000632,C-0040,P-140,2025-03-24,7,0.05,51870.0,Marketplace,shortcut
O-000633,C-0123,P-150,2026-06-04,2,0,19600,Partner,copy_job
O-000634,C-0081,P-130,2026-03-20,6,0.15,31620.0,Direct,shortcut
O-000635,C-0114,P-150,2026-02-12,6,0,58800,Web,copy_job
O-000636,C-0107,P-110,2025-08-14,2,0,9990,Partner,shortcut
O-000637,C-0092,P-150,2025-12-17,4,0.1,35280.0,Direct,shortcut
O-000638,C-0076,P-150,2025-04-14,1,0,9800,Web,shortcut
O-000639,C-0022,P-140,2026-03-03,5,0.15,33150.0,Direct,mirror
O-000640,C-0009,P-120,2025-05-02,8,0,100000,Web,mirror
O-000641,C-0039,P-140,2026-06-15,3,0.05,22230.0,Marketplace,copy_job
O-000642,C-0101,P-120,2025-08-01,5,0,62500,Marketplace,shortcut
O-000643,C-0099,P-130,2026-04-10,7,0.15,36890.0,Web,shortcut
O-000644,C-0026,P-130,2025-06-18,8,0.15,42160.0,Direct,copy_job
O-000645,C-0106,P-130,2026-04-30,5,0.1,27900.0,Direct,copy_job
O-000646,C-0142,P-140,2025-06-25,2,0,15600,Web,mirror
O-000647,C-0063,P-120,2025-02-06,3,0.1,33750.0,Web,mirror
O-000648,C-0014,P-130,2025-12-10,4,0.1,22320.0,Web,shortcut
O-000649,C-0059,P-120,2025-09-27,5,0.05,59375.0,Marketplace,copy_job
O-000650,C-0088,P-140,2026-02-19,4,0.05,29640.0,Marketplace,copy_job
O-000651,C-0135,P-140,2025-04-28,2,0.05,14820.0,Marketplace,copy_job
O-000652,C-0097,P-100,2026-01-09,7,0,58940,Web,copy_job
O-000653,C-0062,P-140,2025-12-13,3,0,23400,Direct,mirror
O-000654,C-0062,P-130,2026-04-19,2,0.1,11160.0,Direct,mirror
O-000655,C-0006,P-140,2026-01-28,4,0.15,26520.0,Direct,mirror
O-000656,C-0057,P-140,2025-01-03,5,0.05,37050.0,Partner,copy_job
O-000657,C-0061,P-100,2025-10-03,2,0.05,15998.0,Direct,mirror
O-000658,C-0021,P-130,2025-08-05,6,0,37200,Web,shortcut
O-000659,C-0065,P-140,2025-08-03,3,0.05,22230.0,Web,mirror
O-000660,C-0104,P-140,2026-03-23,1,0.1,7020.0,Marketplace,shortcut
O-000661,C-0020,P-100,2026-02-23,2,0,16840,Direct,shortcut
O-000662,C-0087,P-140,2025-03-04,7,0,54600,Partner,shortcut
O-000663,C-0017,P-140,2026-04-25,6,0,46800,Direct,copy_job
O-000664,C-0053,P-100,2025-01-08,5,0,42100,Marketplace,copy_job
O-000665,C-0083,P-120,2026-02-27,4,0.1,45000.0,Web,mirror
O-000666,C-0051,P-150,2025-03-05,7,0,68600,Web,copy_job
O-000667,C-0093,P-100,2026-06-22,2,0,16840,Marketplace,mirror
O-000668,C-0070,P-100,2026-05-24,2,0.1,15156.0,Direct,copy_job
O-000669,C-0072,P-130,2025-04-08,7,0,43400,Partner,copy_job
O-000670,C-0010,P-110,2026-03-22,8,0.05,37962.0,Marketplace,mirror
O-000671,C-0113,P-120,2025-07-09,6,0.05,71250.0,Web,copy_job
O-000672,C-0080,P-110,2026-07-09,2,0,9990,Partner,shortcut
O-000673,C-0138,P-140,2025-06-25,2,0.15,13260.0,Partner,shortcut
O-000674,C-0041,P-130,2025-05-31,7,0.05,41230.0,Partner,copy_job
O-000675,C-0004,P-150,2025-03-10,1,0.05,9310.0,Web,copy_job
O-000676,C-0099,P-110,2026-04-05,7,0,34965,Direct,copy_job
O-000677,C-0148,P-140,2026-02-08,1,0.15,6630.0,Marketplace,shortcut
O-000678,C-0078,P-120,2026-01-25,6,0.15,63750.0,Partner,shortcut
O-000679,C-0052,P-120,2026-01-21,8,0.15,85000.0,Partner,shortcut
O-000680,C-0087,P-130,2025-01-15,6,0,37200,Marketplace,copy_job
O-000681,C-0126,P-140,2025-12-07,4,0,31200,Partner,mirror
O-000682,C-0048,P-100,2026-04-23,5,0.1,37890.0,Web,shortcut
O-000683,C-0109,P-100,2026-04-27,2,0.15,14314.0,Marketplace,copy_job
O-000684,C-0017,P-120,2025-02-07,2,0.1,22500.0,Marketplace,shortcut
O-000685,C-0073,P-110,2025-09-24,5,0,24975,Partner,shortcut
O-000686,C-0016,P-150,2026-03-09,1,0.1,8820.0,Web,copy_job
O-000687,C-0027,P-150,2025-04-24,7,0.05,65170.0,Web,copy_job
O-000688,C-0140,P-110,2025-04-01,3,0.15,12737.25,Web,mirror
O-000689,C-0038,P-110,2026-06-03,4,0,19980,Web,copy_job
O-000690,C-0052,P-120,2025-10-12,8,0.05,95000.0,Web,shortcut
O-000691,C-0059,P-120,2026-04-19,2,0.15,21250.0,Direct,mirror
O-000692,C-0117,P-110,2026-03-03,1,0.05,4745.25,Partner,copy_job
O-000693,C-0108,P-120,2025-09-28,2,0.1,22500.0,Direct,shortcut
O-000694,C-0055,P-120,2025-05-15,2,0,25000,Partner,mirror
O-000695,C-0144,P-110,2025-12-12,5,0.05,23726.25,Marketplace,copy_job
O-000696,C-0002,P-130,2026-02-28,5,0.1,27900.0,Partner,mirror
O-000697,C-0030,P-150,2025-05-28,2,0,19600,Direct,mirror
O-000698,C-0086,P-130,2026-07-03,7,0,43400,Partner,mirror
O-000699,C-0080,P-120,2026-06-06,3,0.15,31875.0,Marketplace,shortcut
O-000700,C-0041,P-150,2025-03-30,7,0,68600,Web,shortcut
O-000701,C-0136,P-110,2026-01-11,4,0.1,17982.0,Direct,copy_job
O-000702,C-0073,P-140,2026-06-04,6,0,46800,Partner,shortcut
O-000703,C-0037,P-150,2025-03-29,3,0.1,26460.0,Direct,copy_job
O-000704,C-0022,P-120,2025-10-22,4,0.15,42500.0,Direct,shortcut
O-000705,C-0064,P-150,2025-03-21,6,0.1,52920.0,Marketplace,mirror
O-000706,C-0027,P-140,2025-04-25,3,0,23400,Direct,mirror
O-000707,C-0012,P-110,2026-03-30,7,0.15,29720.25,Partner,copy_job
O-000708,C-0062,P-140,2025-06-10,8,0,62400,Marketplace,mirror
